name,rank,brewery,style,n_ratings,avg_rating,beer_info_page,abv,BA_official_score,ranking_vs_all,rating_deviation,location,status,last_rated,date_added,n_wants,n_gots,country,state,style_family,substyle,notes
Bocks Of Chocolate,71,Vintage Brewing Company,Bock - Doppelbock,22,3.92,/beer/profile/22243/113064/,7.2,88.0,15965,7.14,Wisconsin,Active,"Jan 23, 2022",2014-02-16,0,3,USA,Wisconsin,Bock,Doppelbock,"Our decadent chocolate bockbier is brewed with organic cocoa powder and chocolate malts, then aged on freshly-toasted organic cocoa nibs and bourbon-soaked vanilla beans, for a delightfully rich and authentic chocolate flavor. Heavenly dessert in a glass!"
Löwenbräu Triumphator,72,Löwenbräu AG,Bock - Doppelbock,76,3.91,/beer/profile/95/6584/,7.6,88.0,16060,9.21,Germany,Active,"Mar 29, 2022",2002-10-12,20,9,Germany,,Bock,Doppelbock,None
Unionator,73,Aeronaut Brewing Company,Bock - Doppelbock,14,3.92,/beer/profile/34607/149279/,7.3,88.0,16188,8.16,Massachusetts,Active,"Jun 30, 2020",2014-12-11,1,11,USA,Massachusetts,Bock,Doppelbock,None
Ettaler Curator Doppelbock (Original German Version),74,Klosterbrauerei Ettal,Bock - Doppelbock,40,3.91,/beer/profile/2432/22229/,7.0,88.0,16174,12.53,Germany,Active,"Feb 25, 2022",2005-02-25,2,5,Germany,,Bock,Doppelbock,None
Der Schwarze Bock,75,Kraftbierwerkstatt,Bock - Doppelbock,34,3.91,/beer/profile/46029/453249/,6.2,88.0,16207,6.65,Germany,Active,"Mar 09, 2022",2019-12-07,0,4,Germany,,Bock,Doppelbock,None
Lucubrator,76,Occidental Brewing Co.,Bock - Doppelbock,32,3.91,/beer/profile/26607/108545/,6.75,88.0,16227,9.72,Oregon,Active,"Feb 26, 2022",2013-12-21,1,5,USA,Oregon,Bock,Doppelbock,"Our award-winning doppelbock is a dark and rich malty lager with a perfect balance of caramel, melanoidin, and a touch of roast malt. Its initial, subtle sweetness mellows nicely with subsequent sips, and a pleasant alcohol finish makes for a nice winter warmer.  24 IBU"
Spaten Optimator,77,Spaten-Franziskaner-Bräu,Bock - Doppelbock,3263,3.9,/beer/profile/142/99/,7.6,87.0,16365,12.05,Germany,Active,"May 14, 2022",1999-04-06,114,518,Germany,,Bock,Doppelbock,None
Confiscator,78,Three Heads Brewing,Bock - Doppelbock,11,3.9,/beer/profile/24355/270222/,7.0,87.0,16791,8.97,New York,Active,"Dec 24, 2020",2017-02-27,0,3,USA,New York,Bock,Doppelbock,None
Animator,79,Hacker-Pschorr Bräu GmbH,Bock - Doppelbock,109,3.89,/beer/profile/76/15518/,8.1,87.0,16901,9.51,Germany,Active,"Apr 20, 2021",2004-01-21,25,19,Germany,,Bock,Doppelbock,"Among the earliest Doppelbocks, Animator draws you in with its deep mahogany hue and creamy foam crown. Your experience culminates on the palate with notes of chocolate, roast, brown sugar, licorice, apricot, and exotic fruit."
Elucidator,80,New Oberpfalz Brewing,Bock - Doppelbock,14,3.88,/beer/profile/40185/195501/,8.0,87.0,17266,8.76,Indiana,Active,"Jan 09, 2022",2015-10-16,0,2,USA,Indiana,Bock,Doppelbock,Rich and malty with a noble German hop nose. This beer features layer upon layer of malt flavor.
Sustinator,81,Wolf's Ridge Brewing,Bock - Doppelbock,23,3.88,/beer/profile/33530/158836/,7.5,87.0,17340,5.67,Ohio,Active,"Sep 14, 2021",2015-02-20,0,3,USA,Ohio,Bock,Doppelbock,None
Deviator Doppelbock - Bourbon Barrel Aged,82,Cameron's Brewing Co.,Bock - Doppelbock,63,3.88,/beer/profile/3912/83940/,8.6,87.0,17452,11.34,Ontario,Active,"May 11, 2021",2012-08-04,1,12,Canada,Ontario,Bock,Doppelbock,"Cameron’s Deviator Doppelbock Barrel Aged is a unique brew that is based on our previous award-winning Doppelbock releases. Doppelbocks are Teutonic-inspired dark lagers that feature imported German malt and were served by the Bavarian monks during times of fasting as “liquid bread.” This version of Cameron’s Deviator Doppelbock has been aged for six months in Kentucky bourbon barrels. This process lends to a smooth, toasted vanilla notes, layered upon the complex malty body."
Knock If Ya Bock,83,Burgh'ers Brewery,Bock - Doppelbock,13,3.87,/beer/profile/55912/562920/,7.5,87.0,17671,5.68,Pennsylvania,Active,"Apr 04, 2022",2021-08-09,0,0,USA,Pennsylvania,Bock,Doppelbock,Brewed for Barrel & Flow Fest 2021.  A Collaboration with Crafted Culture Brewing   A full figured Doppelbock nuanced by hazelnut to complement the rich toasted malt sweetness.
Schell's Snowstorm 2021,84,August Schell Brewing Company,Bock - Doppelbock,19,3.86,/beer/profile/417/575785/,6.3,87.0,18111,5.7,Minnesota,Active,"Mar 31, 2022",2021-11-06,0,0,USA,Minnesota,Bock,Doppelbock,"Oat Starkbier  As every Midwesterner knows, no two snowstorms are ever alike and that’s what makes this brew so special. This year’s Oat Starkbier is a malt-driven dark lager meant for the coldest of winter nights. The creamy mouthfeel from the oats smooths out the toasty notes, amplifying the rich Munich malt before a crisp finish."
Ora Et Labora,85,Brunswick Bierworks,Bock - Doppelbock,47,3.86,/beer/profile/51123/314216/,7.5,87.0,18292,8.03,Ontario,Active,"Dec 07, 2021",2017-11-26,1,6,Canada,Ontario,Bock,Doppelbock,"Collaboration with Bierbrouwerij De Koningshoeven  The first of the Brunswick Bierworks Handshake Brew Series serves an almighty moreish New World Double Bock named Ora et Labora which translates to Work and Pray; the philosophy of the La Trappe monks. Brewed by La Trappe’s Brouwmeester Lodewijk Swinkels and Brunswick Bierworks Master Brewer Christian Riemerschmid von der Heide, this collaboration weaves traditional krausen fermentation with a mighty malt bill and a unique blend of Opal, Loral, Mandarina Bavaria and Ontario Newport hops sourced from the Americas and Europe; bridging the two worlds of brewing.   Proceeds from this brew will be focused on the La Trappe relief effort at the Kyotera Hosptial in Uganda."
Dark Heathen Triple Bock,86,Kuhnhenn Brewing Company,Bock - Doppelbock,265,3.86,/beer/profile/2097/30249/,12.5,87.0,18478,12.44,Michigan,Active,"Nov 28, 2021",2006-05-03,32,54,USA,Michigan,Bock,Doppelbock,"This Triple Bock is dark brown with ruby highlights. It is extremely rich and complex, with flavors of raisin, plum. There is a slight heat from alcohol and has low carbonation. It is full bodied, malty and sweet– you big beer lovers should try this beer."
Blonde Doppelbock,87,Capital Brewery,Bock - Doppelbock,296,3.86,/beer/profile/368/2963/,7.8,87.0,18493,10.62,Wisconsin,Active,"Jun 29, 2021",2002-05-05,16,17,USA,Wisconsin,Bock,Doppelbock,None
Doppel-Hirsch,88,Der HirschBrau/Privatbrauerei Höss,Bock - Doppelbock,384,3.85,/beer/profile/620/1661/,7.2,87.0,19020,12.21,Germany,Active,"May 28, 2022",2001-10-06,10,30,Germany,,Bock,Doppelbock,None
The Bock Hog,89,Harpoon Brewery & Beer Hall,Bock - Doppelbock,18,3.83,/beer/profile/98/530010/,9.0,86.0,19130,15.14,Massachusetts,Active,"Feb 08, 2022",2021-01-16,0,1,USA,Massachusetts,Bock,Doppelbock,"If there was ever a boss in the world of lagers, it would be the Doppelbock. A malt-lover's dream, it showcases an unabashed array of melanoidin goodness. In an attempt to improve a near-perfect style, this Doppelbock is aged in barrels that previously housed WhistlePig's The Boss Hog VII. In addition to base notes of toasted rye, toffee, dark raisin, and cacao, the barrels add extra complexity with top notes like holiday spice, roasted nuts, vanilla, and char. Spread the lager love and enjoy this with good company. Cheers to exploration and our fellow Vermonters at WhistlePig!"
Bauern Bock,90,The Olde Mecklenburg Brewery,Bock - Doppelbock,46,3.83,/beer/profile/19247/62576/,7.5,86.0,19603,10.7,North Carolina,Active,"Jan 16, 2021",2010-10-13,2,6,USA,North Carolina,Bock,Doppelbock,"This limited release holiday special ""country bock"" beer is sure to instill the harvest season spirit in you. A German-style doppelbock lager, Bauern Bock is rich and malty with a deep amber color to match the changing colors of the fall season. It is also OMB's ""biggest"" beer at 7.5% ABV"
Grička Vještica,91,Pivovara Medvedgrad,Bock - Doppelbock,30,3.82,/beer/profile/18223/114142/,7.5,86.0,19794,13.35,Croatia (Hrvatska),Active,"Mar 05, 2022",2014-02-26,2,12,Croatia (Hrvatska),,Bock,Doppelbock,None
Generator Doppelbock,92,Metropolitan Brewing,Bock - Doppelbock,110,3.83,/beer/profile/19127/54184/,8.2,86.0,19824,10.18,Illinois,Active,Thursday at 11:04 PM,2009-11-17,2,14,USA,Illinois,Bock,Doppelbock,25 IBU
Mediator,93,Heater Allen Brewing,Bock - Doppelbock,40,3.82,/beer/profile/16378/49180/,7.8,86.0,19925,9.69,Oregon,Active,"Mar 20, 2022",2009-04-16,2,2,USA,Oregon,Bock,Doppelbock,None
Brewmaster's Premium Reserve Dopple Bock,94,Sprecher Brewing Company,Bock - Doppelbock,220,3.83,/beer/profile/144/998/,8.0,86.0,19930,12.01,Wisconsin,Active,"Mar 03, 2021",2002-03-18,15,12,USA,Wisconsin,Bock,Doppelbock,None
Consecrator,95,Bell's Brewery - Eccentric Café & General Store,Bock - Doppelbock,1536,3.83,/beer/profile/287/2732/,8.0,86.0,20076,11.49,Michigan,Active,"May 15, 2021",2002-03-15,112,195,USA,Michigan,Bock,Doppelbock,"A traditional doppelbock fermented with an old world lager yeast. Reddish brown in color, with a mild hop profile, Consecrator is a well balanced, full bodied beer with a smooth, malty finish."
Fässla Bambergator,96,Brauerei Fässla,Bock - Doppelbock,20,3.79,/beer/profile/471/14611/,8.5,86.0,20528,13.98,Germany,Active,"Dec 09, 2020",2004-02-08,3,3,Germany,,Bock,Doppelbock,None
Stark-Bier,97,Störtebeker Braumanufaktur,Bock - Doppelbock,20,3.79,/beer/profile/12511/38337/,7.5,86.0,20529,16.89,Germany,Active,"Dec 17, 2020",2007-08-23,1,4,Germany,,Bock,Doppelbock,None
Hofbräu Delicator,98,Hofbräuhaus München,Bock - Doppelbock,73,3.81,/beer/profile/4686/67626/,7.5,86.0,20618,11.29,Germany,Active,"Feb 25, 2022",2003-07-19,3,18,Germany,,Bock,Doppelbock,Also know as Hofbräu Winter Spezial (2015-2016)
Riegele Speziator Dunkel & Stark,99,Brauhaus Riegele,Bock - Doppelbock,24,3.78,/beer/profile/5850/41462/,7.5,86.0,21018,7.67,Germany,Active,"Mar 16, 2022",2008-03-08,2,5,Germany,,Bock,Doppelbock,None
Accelerator,100,Two Roads Brewing Company,Bock - Doppelbock,25,3.78,/beer/profile/30437/524173/,7.2,86.0,21033,6.88,Connecticut,Active,Yesterday at 12:09 AM,2020-12-19,0,0,USA,Connecticut,Bock,Doppelbock,"Brewed with generous amounts of tasted German and North American barley that’s lightly balance between toasty dark and lighter spicy malt.   Robust body, this complex German style lager delivers a satisfying mouthfeel and floral hops. Deep copper color."
Raspberry Eisbock,1,Kuhnhenn Brewing Company,Bock - Eisbock,1319,4.38,/beer/profile/2097/11784/,15.5,97.0,617,10.96,Michigan,Active,"May 31, 2022",2003-07-27,1320,205,USA,Michigan,Bock,Eisbock,None
Aventinus Eisbock,2,Schneider Weisse G. Schneider & Sohn,Bock - Eisbock,2836,4.25,/beer/profile/72/1934/,12.0,94.0,1979,11.29,Germany,Active,"May 26, 2022",2001-11-05,267,389,Germany,,Bock,Eisbock,"Aventinus has been known to be the most intense and complex Wheat-Doppelbock in the world. This was the case in the past, but not anymore... Recently, Hans Peter Drexler, Brewmaster at G. Schneider & Sohn, heard some stories about some extra special Aventinus resulting from some partial freezing during a cold winter transport in the 1930's. He decided to recreate this classic ""mistake"" to further concentrate Aventinus in a modern, controlled facility. Thus, the Aventinus Eisbock was reborn. Prost!  Georg Schneider VI, 6th Generation Brewer  (Tap 9)"
Eis Maker,3,Jack's Abby Brewing,Bock - Eisbock,49,4.21,/beer/profile/26520/386080/,13.0,93.0,4152,7.36,Massachusetts,Active,"Dec 06, 2021",2018-12-09,2,2,USA,Massachusetts,Bock,Eisbock,"Eis is the German word for Ice. A former distillation process in making Eis Beer would be to freeze it, remove the ice, and collect what remained.  While today’s beer, like Eis Maker, is no longer produced this way, it is used as a connotation that the beer is very strong.  You will find this Eis Bock to be sweet, malty and boozy with notes of raisin, dark fruit and similar profile of a barley wine."
Schnee Boot,4,Heavy Seas Beer,Bock - Eisbock,49,4.18,/beer/profile/898/381707/,13.0,92.0,4969,7.42,Maryland,Active,"May 30, 2022",2018-11-17,5,4,USA,Maryland,Bock,Eisbock,"The strongest beer that we've ever created, Schnee Boot is dark, malty, and roasty with hints of cocoa, vanilla, and dark fruits. This beast of a lager gets additional complexity from bourbon barrel aging. Inspired by Antarctic exploration, Schnee Boot (Snow Boat) is the vessel to transport you to a far away tundra."
Eisbock,5,Kulmbacher Brauerei AG,Bock - Eisbock,1126,4.12,/beer/profile/412/11582/,9.2,92.0,5417,9.47,Germany,Active,"Jan 24, 2022",2003-04-03,104,87,Germany,,Bock,Eisbock,"Formerly called Kulmbacher Reichelbrau Eisbock  Eisbock was inadvertently invented in Kulmbach one bitter winter day when an apprentice brewer accidentally left wooden barrels of bockbier in the brewery yard, causing them to burst. When the ice was chipped away, a richer, more concentrated dark lager remained inside the barrels."
Hermannator,6,Vancouver Island Brewing,Bock - Eisbock,85,3.94,/beer/profile/492/1401/,9.5,88.0,14519,13.71,British Columbia,Active,"Feb 14, 2022",2003-01-04,17,11,Canada,British Columbia,Bock,Eisbock,"Brewed in limited batches each year, Hermannator Ice Bock was first introduced by Hermann, one of our original Brewmasters, during the holiday as a unique gift to his closest friends and customers. Crafted at 9.5% abv, using a signature blend of chocolate and caramel malts, this German Eisbock is slowly cold aged in our cellar for over 3 months."
Schorschbräu Schorschbock 20%,7,Schorschbräu,Bock - Eisbock,18,3.89,/beer/profile/6513/83570/,20.0,87.0,17076,11.57,Germany,Active,"Aug 03, 2021",2012-07-24,4,2,Germany,,Bock,Eisbock,None
Granitbock Ice,8,Brauerei Hofstetten / Krammer,Bock - Eisbock,58,3.9,/beer/profile/7282/75323/,11.5,87.0,16547,12.56,Austria,Active,"Feb 26, 2022",2011-11-15,2,0,Austria,,Bock,Eisbock,None
Winter Wonder Lager,9,Kuhnhenn Brewing Company,Bock - Eisbock,136,3.86,/beer/profile/2097/15092/,13.0,87.0,18406,14.77,Michigan,Active,"Oct 22, 2020",2003-12-27,38,10,USA,Michigan,Bock,Eisbock,None
Schorschbock Ice 13,10,Schorschbräu,Bock - Eisbock,29,3.78,/beer/profile/6513/73357/,13.0,86.0,21145,10.85,Germany,Active,"Aug 03, 2021",2011-09-22,2,2,Germany,,Bock,Eisbock,None
Fire And Eisbock,11,Mammoth Brewing Company,Bock - Eisbock,50,3.75,/beer/profile/4051/87653/,10.0,85.0,22649,9.6,California,Active,"May 19, 2022",2012-12-01,3,10,USA,California,Bock,Eisbock,"Our Eisbock, aptly named for our “Land of Fire & Ice” encapsulates the history of our region and the elements of the brewing process for this lager-style beer all distilled into a unique early winter seasonal Lager. Utilizing a variety of Munich-style malts, this beer tantalizes the pallet with prominent aromas and flavors like toasted caramel and toffee, sweet bread, and biscuit - but with each sip you will begin to notice the more nuanced characteristics of dark candied fruit, raisins, and even a light nutty quality, all balanced with a very light floral quality imparted from Saaz hops. A perfect libation for anytime you crave something with a little more oompfff, and as a bonus this is a great beer to age in the cellar - responsibly store some cans for annual comparison!"
Schorschbräu Schorschbock 31%,12,Schorschbräu,Bock - Eisbock,19,3.3,/beer/profile/6513/51466/,30.86,80.0,28809,35.15,Germany,Active,"Aug 03, 2021",2009-07-28,22,0,Germany,,Bock,Eisbock,None
Maibock Kellerbier,1,Jack's Abby Brewing,Bock - Maibock,13,4.26,/beer/profile/26520/483593/,6.5,91.0,6304,4.93,Massachusetts,Active,"Nov 04, 2020",2020-05-10,2,2,USA,Massachusetts,Bock,Maibock,"As the weather warms and spring blooms, it feels like the perfect time to debut the next entry in our Keller Series -- Maibock! Our celebratory bock lager marks the changing of the seasons with a delicate hop character and strong yet smooth finish. Like all of our Kellerbiers, this golden lager is left unfiltered to maximize flavor and adhere to tradition."
Ayinger Maibock,2,Ayinger Privatbrauerei,Bock - Maibock,149,4.06,/beer/profile/39/136/,7.5,90.0,8524,7.88,Germany,Active,"Mar 27, 2022",1998-03-24,63,13,Germany,,Bock,Maibock,None
1516 Heller Bock,3,Red Oak Brewery,Bock - Maibock,12,4.22,/beer/profile/2951/227761/,7.0,91.0,7654,9.72,North Carolina,Active,"Jun 11, 2021",2016-05-02,0,1,USA,North Carolina,Bock,Maibock,None
Früh Bock,4,The Olde Mecklenburg Brewery,Bock - Maibock,96,4.03,/beer/profile/19247/57056/,6.0,90.0,10203,10.17,North Carolina,Active,"Mar 16, 2022",2010-03-25,26,23,USA,North Carolina,Bock,Maibock,"From the Brewery website: Fruehbock (pron. ""Froo Bock"") - Literally ""Early"" Bock, Frueh is also short for Fruehling which is the German word for Spring. Try our Spring Bock as the cold winter fades and the warm spring winds begin to blow. This deep golden, slightly malty bock beer comes in at 6% ABV, which you'll find hard to believe because it's so smooth and refreshing. Don't wait to try it...because like springtime in Charlotte, this seasonal will come and go quickly.  Note: Früh = Frueh"
Ziegenmensch,5,Schilling Beer Co.,Bock - Maibock,21,4.11,/beer/profile/32906/287730/,6.5,90.0,9172,4.62,New Hampshire,Active,"Jun 03, 2022",2017-06-21,0,1,USA,New Hampshire,Bock,Maibock,"Golden in color, richly flavored with Munich malt, with a crisp and clean finish. Slight alcohol warming is present. A traditional Bavarian-style Bockbier as is often served during the transition seasons."
Maibock,6,Dovetail Brewery,Bock - Maibock,34,4.06,/beer/profile/45802/282299/,6.2,90.0,9999,7.14,Illinois,Active,"Jun 03, 2022",2017-05-18,1,2,USA,Illinois,Bock,Maibock,None
